MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE,jitter_stability_ratio,shimmer_composite,voice_quality_index,frequency_range,frequency_cv
-0.42976179693868277,-0.18286103830467465,-0.5594775534030172,0.8571428571428571,1.0,0.6634615384615384,1.4807692307692308,0.6618589743589742,0.9619856887298748,0.9730941704035874,0.7656739811912225,1.3830275229357798,0.675766016713092,0.7654127481713685,0.5717213114754098,-0.28050314465408793,-0.4664892761085952,1.0179534055219623,0.7982649709294463,0.5211768828154086,-0.08055715266057084,0.8287785927191132,-0.45989263975661865,1.04106733375026,-0.2799845218458004,0.5755929431008295,0.7867944456502982
-0.3934124324487513,-0.2845523677436797,0.148707564895383,1.3439153439153437,1.2500000000000004,1.1201923076923073,2.1634615384615388,1.1185897435897434,1.7491055456171734,1.8699551569506727,1.5117554858934172,2.4441896024464826,1.4540389972144845,1.5120167189132703,0.42725409836065575,-0.5867924528301887,-0.21605825153444744,1.0675948061688476,1.3689551075150306,1.2778945754768634,0.2633288202236765,1.5322515824374559,-0.3247720542688123,1.8957681884511142,-0.5608014770994197,0.020925341745531147,0.0
-0.4797270778613046,-0.4906971004101977,0.10740801546908928,1.5608465608465611,1.5000000000000004,1.5,2.572115384615385,1.501602564102564,1.3461538461538463,1.2242152466367713,1.2163009404388716,1.9396024464831805,1.0206128133704737,1.2160397074190172,0.10963114754098356,-0.34056603773584915,-0.37964069791499033,1.1351778934045853,1.0843312921681605,1.010533692486258,-0.004853756700113719,1.2305000167453697,-0.38979134271799293,1.4917656868876374,-0.30934271026035715,-0.15754176889823587,-0.2292948093491706
-0.4798176493675087,-0.4112434033450478,0.10396030573341355,1.4206349206349207,1.5000000000000004,1.298076923076923,2.1730769230769234,1.296474358974359,1.4619856887298746,1.3811659192825114,1.34717868338558,2.051987767584098,1.1220055710306405,1.3469174503657257,0.132172131147541,-0.341666666666667,-0.35048044872531675,1.0642431912998653,1.3362307205026887,1.2620940367474764,0.11253964426804124,1.5347717606081916,-0.47818516521217597,1.6112153429226594,-0.311728918035321,-0.07635237761420706,-0.11252311012212804
-0.48981070555203315,-0.3652871969064775,0.09099035006111018,2.17989417989418,2.0000000000000004,2.033653846153846,3.1826923076923075,2.03525641025641,1.8792486583184258,1.6816143497757847,1.790752351097179,2.6788990825688073,1.5080779944289695,1.7907523510971783,0.34426229508196726,-0.49811320754716976,-0.4517022597181674,1.114036938077158,1.6221903040400223,0.17112322887239126,-0.023547304189773247,1.8810660102481662,-0.3888462363735804,2.094642484886387,-0.4723533274093599,-0.0223624255169995,-0.03189842547911238
-0.4256106029043261,-0.4186128512828953,0.1669676571991461,-0.33597883597883593,0.0,-0.37019230769230765,-0.21153846153846148,-0.3685897435897436,-0.27504472271914127,-0.3094170403587443,-0.3338557993730408,-0.2935779816513761,-0.22674094707520884,-0.3338557993730408,-0.24999999999999994,0.32531446540880493,0.5751936737086505,0.4182604415694,0.1630279165496808,0.42481878107001325,-0.9089730511712453,0.2184266050437054,-0.4752196792620276,-0.28517823639774853,0.34971485809426245,-0.12403318144643048,-0.19234025658846388
-0.6208676750294356,-0.6936918936072686,-0.024662981812875167,-0.44973544973544977,0.0,-0.42307692307692296,-0.3076923076923077,-0.4246794871794873,-0.29338103756708406,-0.33632286995515687,-0.2946708463949843,-0.28669724770642196,-0.27966573816155976,-0.2946708463949843,-0.384733606557377,0.6407232704402516,0.8130042987517527,0.40829934842731946,-0.24944446120277883,-0.38503821474716954,-0.5196561381382497,-0.18347064536655602,-0.6903191130332614,-0.2814258911819886,0.6622986590133713,-0.2747400397242667,-0.38388322029679156
-0.79600277752619,-0.47944899566295657,-0.2537988653569017,0.2407407407407408,0.7500000000000001,0.29326923076923067,0.41346153846153855,0.29487179487179493,-0.05813953488372089,-0.08071748878923761,-0.10344827586206898,-0.033639143730886806,-0.022841225626740787,-0.10370950888192268,-0.012807377049180337,-0.15801886792452816,0.6873232799245992,0.5292973327708252,0.267943342390569,1.1922563125506427,-0.04148042361407384,0.3843313573796845,-0.7626229917894493,-0.05190744215134474,-0.12807179786236744,0.08498656385091734,0.2676956433862569
-0.9076623494248707,-0.7124975023800851,-0.39393276053922904,0.11904761904761901,0.7500000000000001,0.10576923076923082,0.4038461538461539,0.10737179487179481,-0.03577817531305897,-0.05381165919282503,-0.09874608150470227,0.01605504587155964,0.07465181058495826,-0.09874608150470214,0.03637295081967216,-0.2671383647798745,0.6619560469874258,0.5594032719261237,0.46046412337022014,1.884644022512757,0.115802066138694,0.5364546702836664,-0.8776953496305213,-0.026683343756514516,-0.23506747367514375,-0.05692253767963547,0.06727383511489309
-0.8537572079823685,-0.6698205239712748,-0.3534358525328809,0.21164021164021174,0.7500000000000001,0.23557692307692304,0.4326923076923078,0.23717948717948711,0.23658318425760283,0.17937219730941706,0.1716300940438871,0.24464831804281353,0.25403899721448475,0.1716300940438871,0.02356557377049182,-0.22059748427672937,0.5024941955357346,0.7511718933108334,0.6844091024055434,1.5842257407529075,0.5519594932952495,0.7557436618774906,-0.7901402947514448,0.23452157598499054,-0.18996287757618738,-0.04043696693538963,0.07308135211309233
-0.17413881592850888,-0.15272505024623595,0.4671555482588155,-0.4417989417989418,-0.25,-0.548076923076923,-0.4471153846153847,-0.5464743589743589,-0.4311270125223613,-0.43497757847533625,-0.4302507836990596,-0.4617737003058103,-0.3442896935933146,-0.4302507836990595,-0.2633196721311475,0.4537735849056603,-0.20317923725891357,-0.9559719683120047,-0.5430079457710599,-0.7234741475592931,-0.5630858541832822,-0.3948223316253056,0.057160356486631723,-0.42943506358140504,0.4737022762244601,-0.05199205514662914,-0.1485320790819011
-0.14021978685505518,0.07380026092782169,-0.531038508546307,-0.1851851851851852,0.0,-0.3221153846153846,-0.18269230769230776,-0.32051282051282054,-0.2598389982110912,-0.2466367713004484,-0.37382445141065834,-0.297400611620795,0.021727019498607322,-0.3738244514106583,-0.027663934426229445,0.32578616352201245,-0.3780832624537368,-0.7334645853841467,0.1429991283087721,0.39533101197906434,0.32373091974701834,0.11906795271107547,-0.19008787170481112,-0.2897644361058995,0.33407344456112387,0.8125131440588856,0.8871038367947597
0.06616248528213038,-0.11230474489016358,-0.5441726408726901,-0.4391534391534392,-0.25,-0.5336538461538461,-0.46634615384615385,-0.532051282051282,-0.17665474060822892,-0.22869955156950666,-0.11050156739811912,-0.2668195718654434,-0.28523676880222826,-0.11076280041797283,-0.24897540983606553,0.3309748427672957,-0.12162364083584279,-0.8718183096610883,-0.20109924363189702,-0.16678711429384838,-0.4066583823283944,-0.13034595934224183,0.06466257515343156,-0.17260787992495308,0.3550595457284825,0.6359270942867159,0.564004082047981
0.3066751200072457,0.6972296987576545,-0.5484229920283115,0.6825396825396826,0.2500000000000001,0.25,0.6778846153846155,0.251602564102564,0.4937388193202147,0.6233183856502241,0.1849529780564263,0.43730886850152895,0.931476323119777,0.18469174503657257,0.9344262295081965,-0.38380503144654077,0.7766775476425827,-1.4414756480570015,2.2538895450421506,2.359032477060202,1.2289018305914645,2.0523125355839107,0.5529799443318181,0.410464873879508,-0.3981035230831035,1.4433695525178178,1.2607976069309357
0.08130302206925737,-0.08370846604999958,-0.7275762053302688,1.0052910052910051,0.5000000000000001,0.9423076923076922,0.9807692307692307,0.9439102564102565,0.7097495527728086,0.5336322869955158,0.3620689655172415,0.8119266055045872,1.2796657381615602,0.3618077324973876,1.4221311475409835,-0.8303459119496854,0.9434898048320726,-0.2851685182580975,1.3532925100298636,0.4782756279701293,0.7322996457518036,1.5047640577380355,0.38051183158616,0.6604127579737334,-0.8396701799934436,0.781820306110527,0.7158012436659065
0.08178607010234588,0.0,-0.5023623196337036,0.05291005291005282,0.0,0.0,0.10096153846153853,0.0,0.8559928443649372,0.7219730941704036,0.6394984326018809,0.9709480122324158,1.5415041782729804,0.639237199582027,0.3862704918032786,-0.5226415094339626,0.7647123054642425,-0.34535695870247984,0.5090452467303848,0.20516610822766798,0.3944210545838968,0.620390836933588,0.26012024549079416,0.8457369189076502,-0.49790471694917265,0.7207851384507538,0.6489853236586225
0.293874347130393,0.23931312513957279,-0.4852149802075923,-0.04761904761904751,0.0,-0.057692307692307626,0.004807692307692321,-0.05608974358974353,0.9516994633273702,0.7533632286995516,0.8017241379310347,0.9319571865443423,1.3860724233983286,0.8019853709508882,0.09477459016393447,-0.054874213836478024,0.7074894830003912,-0.5693878029344204,1.1711314737769454,0.4763046667980642,1.0607062707494854,0.8374945577547805,0.07003237378598345,0.9228684594538249,-0.036753881609608574,0.9476924874401216,0.7747277960282578
0.3842496150710988,0.2336009214748299,-0.3554789397836515,0.04232804232804244,0.0,-0.05288461538461531,0.05769230769230764,-0.052884615384615453,0.8805903398926653,0.695067264573991,0.7695924764890283,0.878440366972477,1.1220055710306405,0.7698537095088817,0.38165983606557374,-0.3765723270440251,0.23740833544056436,-0.4866521351896123,0.4612329442048003,-0.09423384359328126,0.3758220969267577,0.5684048360628285,0.24011099583765663,0.8665832812174273,-0.35949454286835136,0.858920434630214,0.6432115952034839
-0.6651269510611958,0.38953467871792763,-0.5052810157062332,0.4576719576719576,0.7500000000000001,0.4038461538461538,0.6201923076923077,0.40384615384615397,0.6905187835420394,0.7713004484304933,0.41300940438871464,0.706422018348624,1.1264623955431756,0.4132706374085684,0.9180327868852457,-0.1180817610062895,0.15397347187421,0.11164627572305896,0.2113530241188532,0.1967457241092352,0.9301203701986387,0.2833818949060583,-0.557494006072756,0.636230977694392,-0.14840417906397085,1.1098726486739106,1.8462833055085248
0.34083567309724366,0.4166970298891642,-0.5502836607745489,-0.013227513227513147,0.0,0.08653846153846155,-0.05769230769230764,0.0865384615384615,-0.11493738819320211,-0.10313901345291476,-0.2476489028213166,-0.11620795107033628,0.06350974930362129,-0.24791013584117033,0.0,0.4860062893081763,-0.44442656490655397,-0.08795059297801514,-0.26180979186921655,0.0809517552504217,0.4540794183652648,-0.32038078971164463,0.13506243515868188,-0.13925370022931005,0.48473563235607847,1.1656969272111226,0.9643463505567208
-0.02440902092201778,0.42125739001657225,-0.436527481347708,0.09523809523809526,0.0,0.08653846153846155,0.13942307692307687,0.08493589743589745,-0.13595706618962436,-0.049327354260089606,-0.2523510971786835,-0.1353211009174311,0.03788300835654596,-0.25208986415882967,0.11936475409836067,0.36194968553459117,-0.7883784280821131,-0.020730792668635697,-0.3299517591997459,-0.2494689354619714,-0.056878164586309,-0.1898003951907297,0.34015724410334636,-0.15551386283093616,0.3578837399597666,1.0973711882229233,1.1370928499012622
0.10409685113063452,0.640836379450171,-0.4672102738101752,-0.39682539682539686,-0.25,-0.3509615384615384,-0.3365384615384615,-0.35256410256410253,-0.22584973166368508,-0.21524663677130038,-0.3416927899686521,-0.23623853211009163,-0.0540389972144846,-0.341692789968652,-0.21413934426229503,0.49575471698113194,-0.14641042734649778,-0.6112947077298081,-0.9868024246474366,0.6668856623524518,-0.19128289778734034,-0.6459861348337184,0.18469807382223152,-0.24869710235563897,0.5101768080041039,1.3352961794602174,1.301175422782287
0.7663255139932978,0.4307894829632937,1.5765336835768622,-0.5793650793650794,-0.5,-0.4711538461538461,-0.5192307692307693,-0.47115384615384615,-0.5402504472271914,-0.5381165919282511,-0.5493730407523512,-0.5198776758409785,-0.5548746518105848,-0.5491118077324973,-0.4754098360655737,1.2772012578616354,-0.3650203443598997,0.15977593399896922,-1.4212264161888608,-0.4989378709239428,-0.4484114472244381,-0.9810023778425264,1.4732734560416028,-0.5278298936835523,1.2815138805997266,-0.1824862717607197,-0.38643326581876986
0.753570026869547,0.4976786826671054,1.5950126780860652,-0.656084656084656,-0.5,-0.5721153846153846,-0.5336538461538461,-0.5721153846153847,-0.42933810375670833,-0.4394618834080717,-0.4427899686520376,-0.37920489296636073,-0.4495821727019498,-0.4430512016718913,-0.4999999999999999,1.25125786163522,-0.17245580561366394,0.1204940702198474,-0.9458136003941559,-0.4785493725773602,-1.5442272381623612,-0.748082655145852,1.0383621203615456,-0.40942255576401915,1.2587972897286912,-0.12783035401331933,-0.3394767564585935
